0.000000 1.000000 2.000000 3.000000
0.010000 1.100000 2.230000 2.940000
0.020000 1.213000 2.483360 2.886130
0.030000 1.340036 2.763158 2.839290
0.040000 1.482348 3.072689 2.800603
0.050000 1.641382 3.415505 2.771468
0.060000 1.818794 3.795446 2.753624
0.070000 2.016460 4.216671 2.749225
0.080000 2.236481 4.683676 2.760940
0.090000 2.481200 5.201306 2.792064
0.100000 2.753211 5.774753 2.846664
0.110000 3.055365 6.409530 2.929744
0.120000 3.390782 7.111422 3.047452
0.130000 3.762846 7.886394 3.207320
0.140000 4.175200 8.740441 3.418544
0.150000 4.631724 9.679361 3.692314
0.160000 5.136488 10.708433 4.042173
0.170000 5.693683 11.831939 4.484420
0.180000 6.307508 13.052522 5.038508
0.190000 6.982010 14.370295 5.727437
0.200000 7.720838 15.781665 6.578041
0.210000 8.526921 17.277803 7.621103
0.220000 9.402009 18.842717 8.891138
0.230000 10.346080 20.450907 10.425635
0.240000 11.356563 22.064656 12.263486
0.250000 12.427372 23.631136 14.442246
0.260000 13.547748 25.079697 16.993849
0.270000 14.700943 26.319986 19.938414
0.280000 15.862848 27.241916 23.276009
0.290000 17.000754 27.718856 26.976659
0.300000 18.072565 27.615643 30.969696
0.310000 19.026872 26.802786 35.134693
0.320000 19.804464 25.177249 39.297500
0.330000 20.341742 22.688068 43.235786
0.340000 20.576375 19.361963 46.697980
0.350000 20.454934 15.320976 49.436691
0.360000 19.941538 10.782906 51.252275
0.370000 19.025675 6.038215 52.035826
0.380000 17.726929 1.404855 51.797015
0.390000 16.094721 -2.827673 50.664799
0.400000 14.202482 -6.447233 48.858632
0.410000 12.137510 -9.345204 46.640069
0.420000 9.989239 -11.514192 44.262059
0.430000 7.838896 -13.023506 41.931557
0.440000 5.752656 -13.985351 39.792484
0.450000 3.778855 -14.523879 37.926822
0.460000 1.948582 -14.753760 36.366604
0.470000 0.278347 -14.769253 35.109339
0.480000 -1.226413 -14.641349 34.131980
0.490000 -2.567906 -14.419732 33.401358
0.500000 -3.753089 -14.136833 32.880940
0.510000 -4.791463 -13.812279 32.534683
0.520000 -5.693545 -13.456878 32.328902
0.530000 -6.469878 -13.075841 32.232972
0.540000 -7.130474 -12.671215 32.219417
0.550000 -7.684549 -12.243638 32.263751
0.560000 -8.140457 -11.793552 32.344252
0.570000 -8.505767 -11.321974 32.441788
0.580000 -8.787388 -10.830946 32.539695
0.590000 -8.991744 -10.323716 32.623727
0.600000 -9.124941 -9.804725 32.682044
0.610000 -9.192919 -9.279445 32.705198
0.620000 -9.201572 -8.754105 32.686111
0.630000 -9.156825 -8.235368 32.619997
0.640000 -9.064679 -7.729969 32.504229
0.650000 -8.931208 -7.244376 32.338147
0.660000 -8.762525 -6.784483 32.122807
0.670000 -8.564721 -6.355376 31.860691
0.680000 -8.343786 -5.961165 31.555393
0.690000 -8.105524 -5.604899 31.211303
0.700000 -7.855462 -5.288557 30.833308
0.710000 -7.598771 -5.013102 30.426527
0.720000 -7.340204 -4.778585 29.996088
0.730000 -7.084042 -4.584282 29.546950
0.740000 -6.834066 -4.428853 29.083784
0.750000 -6.593545 -4.310498 28.610887
0.760000 -6.365240 -4.227113 28.132145
0.770000 -6.151428 -4.176431 27.651021
0.780000 -5.953928 -4.156134 27.170571
0.790000 -5.774149 -4.163956 26.693475
0.800000 -5.613129 -4.197757 26.222083
0.810000 -5.471592 -4.255577 25.758453
0.820000 -5.349991 -4.335669 25.304409
0.830000 -5.248558 -4.436526 24.861582
0.840000 -5.167355 -4.556883 24.431461
0.850000 -5.106308 -4.695713 24.015426
0.860000 -5.065248 -4.852220 23.614792
0.870000 -5.043946 -5.025820 23.230841
0.880000 -5.042133 -5.216116 22.864852
0.890000 -5.059531 -5.422875 22.518126
0.900000 -5.095866 -5.646004 22.192015
0.910000 -5.150880 -5.885511 21.887941
0.920000 -5.224343 -6.141480 21.607418
0.930000 -5.316056 -6.414036 21.352073
0.940000 -5.425854 -6.703303 21.123658
0.950000 -5.553599 -7.009371 20.924072
0.960000 -5.699176 -7.332245 20.755369
0.970000 -5.862483 -7.671807 20.619770
0.980000 -6.043416 -8.027754 20.519668
0.990000 -6.241850 -8.399544 20.457628
1.000000 -6.457619 -8.786332 20.436378
1.010000 -6.690490 -9.186899 20.458796
1.020000 -6.940131 -9.599573 20.527877
1.030000 -7.206075 -10.022153 20.646690
